row_number, computation, coverage
1,91728,84,
2,91728,84,
3,91728,84,
4,91728,84,
5,91728,84,
6,91728,84,
7,91728,84,
8,91728,84,
9,91728,84,
10,91728,84,
11,91728,84,
12,91728,84,
13,91728,84,
14,91728,84,
15,91728,84,
16,91728,84,
17,91728,84,
18,91728,84,
19,91728,84,
20,91728,84,
21,91728,84,
22,91728,84,
23,91728,84,
24,91728,84,
25,91728,84,
26,91728,84,
27,91728,84,
28,91728,84,
29,91728,84,
30,91728,84,
31,91728,84,
32,91728,84,
33,91728,84,
34,91728,84,
35,91728,84,
36,91728,84,
37,91728,84,
38,91728,84,
39,91728,84,
40,91728,84,
41,91728,84,
42,91728,84,
43,91728,84,
44,91728,84,
45,91728,84,
46,91728,84,
47,91728,84,
48,91728,84,
49,91728,84,
50,91728,84,
51,91728,84,
52,91728,84,
53,91728,84,
54,91728,84,
55,91728,84,
56,91728,84,
57,91728,83,
58,91728,84,
59,91728,84,
60,91728,83,
61,91728,83,
62,91728,84,
63,91728,83,
64,91728,84,
65,91728,84,
66,91728,84,
67,91728,82,
68,91728,83,
69,91728,84,
70,91728,83,
71,91728,83,
72,91728,84,
73,91728,84,
74,91728,83,
75,91728,83,
76,91728,84,
77,91728,84,
78,91728,84,
79,91728,83,
80,91728,84,
81,91728,82,
82,91728,84,
83,91728,82,
84,91728,84,
85,91728,84,
86,91728,84,
87,91728,83,
88,91728,83,
89,91728,83,
90,91728,83,
91,91728,82,
92,91728,83,
93,91728,83,
94,91728,84,
95,91728,83,
96,91728,82,
97,91728,83,
98,91728,83,
99,91728,83,
100,91728,82,
101,91728,82,
102,91728,82,
103,91728,82,
104,91728,82,
105,91728,82,
106,91728,81,
107,91728,83,
108,91728,83,
109,91728,82,
110,91728,82,
111,91728,82,
112,91728,82,
113,91728,83,
114,91728,81,
115,91728,83,
116,91728,82,
117,91728,84,
118,91728,81,
119,91728,82,
120,91728,82,
121,91728,81,
122,91728,80,
123,91728,82,
124,91728,80,
125,91728,81,
126,91728,82,
127,91728,81,
128,91728,80,
129,91728,81,
